Source,Country,Date,Description,Species,Number,"GenBank
accession
numbers",Collection,Locality,Province,"Geographical
region",DDM (Lat),DDM (Lon),Latitude,longitude,Latitude (GPS),Longitude (GPS),Coordinates Inferred,Coordinate system,DNA/No DNA
10.12688/wellcomeopenres.14761.4,Thailand-Myanmar,2013-2015,"Villages were surveyed monthly from 2013 to 2015 for a total of 21 surveys per village. Entomological surveys consisted of five consecutive nights of collection from 06:00 pm to 06:00 am in five houses per village and on one cow, as described previously. In each village, five traditional houses were randomly selected for mosquito sampling using the human-landing catch (HLC) collection method. In each house, one mosquito collector sat indoors and one mosquito collector sat outdoors, yielding a total of 50 person-nights of collection per survey (25 person-nights indoors and 25 person-nights outdoors). Collectors were asked to collect every mosquito landing on their uncovered legs for 50 min per hour and allowed to rest for 10 min per hour. A cow-bait trap (CBT) was also set-up yielding an additional 5 cow-nights of collection. One cow was isolated from the herd and a 1m-wide mosquito net was fenced around the animal, 30cm above the ground level. One collector was asked to collect mosquitoes resting on the net for 50 min per hour and allowed to rest for 10 min. ",Anopheles baimaii,25,,"human-landing catch, cow-bait trap",HKT,Kayin,,,,16° 85 'N,98° 47' E,,,,,dna PCR
10.12688/wellcomeopenres.14761.4,Thailand-Myanmar,2013-2015,"Villages were surveyed monthly from 2013 to 2015 for a total of 21 surveys per village. Entomological surveys consisted of five consecutive nights of collection from 06:00 pm to 06:00 am in five houses per village and on one cow, as described previously. In each village, five traditional houses were randomly selected for mosquito sampling using the human-landing catch (HLC) collection method. In each house, one mosquito collector sat indoors and one mosquito collector sat outdoors, yielding a total of 50 person-nights of collection per survey (25 person-nights indoors and 25 person-nights outdoors). Collectors were asked to collect every mosquito landing on their uncovered legs for 50 min per hour and allowed to rest for 10 min per hour. A cow-bait trap (CBT) was also set-up yielding an additional 5 cow-nights of collection. One cow was isolated from the herd and a 1m-wide mosquito net was fenced around the animal, 30cm above the ground level. One collector was asked to collect mosquitoes resting on the net for 50 min per hour and allowed to rest for 10 min. ",Anopheles balabacensis,0,,"human-landing catch, cow-bait trap",HKT,Kayin,,,,16° 85 'N,98° 47' E,,,,,dna PCR
10.12688/wellcomeopenres.14761.4,Thailand-Myanmar,2013-2015,"Villages were surveyed monthly from 2013 to 2015 for a total of 21 surveys per village. Entomological surveys consisted of five consecutive nights of collection from 06:00 pm to 06:00 am in five houses per village and on one cow, as described previously. In each village, five traditional houses were randomly selected for mosquito sampling using the human-landing catch (HLC) collection method. In each house, one mosquito collector sat indoors and one mosquito collector sat outdoors, yielding a total of 50 person-nights of collection per survey (25 person-nights indoors and 25 person-nights outdoors). Collectors were asked to collect every mosquito landing on their uncovered legs for 50 min per hour and allowed to rest for 10 min per hour. A cow-bait trap (CBT) was also set-up yielding an additional 5 cow-nights of collection. One cow was isolated from the herd and a 1m-wide mosquito net was fenced around the animal, 30cm above the ground level. One collector was asked to collect mosquitoes resting on the net for 50 min per hour and allowed to rest for 10 min. ",Anopheles cracens,2,,"human-landing catch, cow-bait trap",HKT,Kayin,,,,16° 85 'N,98° 47' E,,,,,dna PCR
10.12688/wellcomeopenres.14761.4,Thailand-Myanmar,2013-2015,"Villages were surveyed monthly from 2013 to 2015 for a total of 21 surveys per village. Entomological surveys consisted of five consecutive nights of collection from 06:00 pm to 06:00 am in five houses per village and on one cow, as described previously. In each village, five traditional houses were randomly selected for mosquito sampling using the human-landing catch (HLC) collection method. In each house, one mosquito collector sat indoors and one mosquito collector sat outdoors, yielding a total of 50 person-nights of collection per survey (25 person-nights indoors and 25 person-nights outdoors). Collectors were asked to collect every mosquito landing on their uncovered legs for 50 min per hour and allowed to rest for 10 min per hour. A cow-bait trap (CBT) was also set-up yielding an additional 5 cow-nights of collection. One cow was isolated from the herd and a 1m-wide mosquito net was fenced around the animal, 30cm above the ground level. One collector was asked to collect mosquitoes resting on the net for 50 min per hour and allowed to rest for 10 min. ",Anopheles dirus,0,,"human-landing catch, cow-bait trap",HKT,Kayin,,,,16° 85 'N,98° 47' E,,,,,dna PCR
10.12688/wellcomeopenres.14761.4,Thailand-Myanmar,2013-2015,"Villages were surveyed monthly from 2013 to 2015 for a total of 21 surveys per village. Entomological surveys consisted of five consecutive nights of collection from 06:00 pm to 06:00 am in five houses per village and on one cow, as described previously. In each village, five traditional houses were randomly selected for mosquito sampling using the human-landing catch (HLC) collection method. In each house, one mosquito collector sat indoors and one mosquito collector sat outdoors, yielding a total of 50 person-nights of collection per survey (25 person-nights indoors and 25 person-nights outdoors). Collectors were asked to collect every mosquito landing on their uncovered legs for 50 min per hour and allowed to rest for 10 min per hour. A cow-bait trap (CBT) was also set-up yielding an additional 5 cow-nights of collection. One cow was isolated from the herd and a 1m-wide mosquito net was fenced around the animal, 30cm above the ground level. One collector was asked to collect mosquitoes resting on the net for 50 min per hour and allowed to rest for 10 min. ",Anopheles baimaii,249,,"human-landing catch, cow-bait trap",KNH,Kayin,,,,17° 18 'N,98° 24' E,,,,,dna PCR
10.12688/wellcomeopenres.14761.4,Thailand-Myanmar,2013-2015,"Villages were surveyed monthly from 2013 to 2015 for a total of 21 surveys per village. Entomological surveys consisted of five consecutive nights of collection from 06:00 pm to 06:00 am in five houses per village and on one cow, as described previously. In each village, five traditional houses were randomly selected for mosquito sampling using the human-landing catch (HLC) collection method. In each house, one mosquito collector sat indoors and one mosquito collector sat outdoors, yielding a total of 50 person-nights of collection per survey (25 person-nights indoors and 25 person-nights outdoors). Collectors were asked to collect every mosquito landing on their uncovered legs for 50 min per hour and allowed to rest for 10 min per hour. A cow-bait trap (CBT) was also set-up yielding an additional 5 cow-nights of collection. One cow was isolated from the herd and a 1m-wide mosquito net was fenced around the animal, 30cm above the ground level. One collector was asked to collect mosquitoes resting on the net for 50 min per hour and allowed to rest for 10 min. ",Anopheles balabacensis,0,,"human-landing catch, cow-bait trap",KNH,Kayin,,,,17° 18 'N,98° 24' E,,,,,dna PCR
10.12688/wellcomeopenres.14761.4,Thailand-Myanmar,2013-2015,"Villages were surveyed monthly from 2013 to 2015 for a total of 21 surveys per village. Entomological surveys consisted of five consecutive nights of collection from 06:00 pm to 06:00 am in five houses per village and on one cow, as described previously. In each village, five traditional houses were randomly selected for mosquito sampling using the human-landing catch (HLC) collection method. In each house, one mosquito collector sat indoors and one mosquito collector sat outdoors, yielding a total of 50 person-nights of collection per survey (25 person-nights indoors and 25 person-nights outdoors). Collectors were asked to collect every mosquito landing on their uncovered legs for 50 min per hour and allowed to rest for 10 min per hour. A cow-bait trap (CBT) was also set-up yielding an additional 5 cow-nights of collection. One cow was isolated from the herd and a 1m-wide mosquito net was fenced around the animal, 30cm above the ground level. One collector was asked to collect mosquitoes resting on the net for 50 min per hour and allowed to rest for 10 min. ",Anopheles cracens,2,,"human-landing catch, cow-bait trap",KNH,Kayin,,,,17° 18 'N,98° 24' E,,,,,dna PCR
10.12688/wellcomeopenres.14761.4,Thailand-Myanmar,2013-2015,"Villages were surveyed monthly from 2013 to 2015 for a total of 21 surveys per village. Entomological surveys consisted of five consecutive nights of collection from 06:00 pm to 06:00 am in five houses per village and on one cow, as described previously. In each village, five traditional houses were randomly selected for mosquito sampling using the human-landing catch (HLC) collection method. In each house, one mosquito collector sat indoors and one mosquito collector sat outdoors, yielding a total of 50 person-nights of collection per survey (25 person-nights indoors and 25 person-nights outdoors). Collectors were asked to collect every mosquito landing on their uncovered legs for 50 min per hour and allowed to rest for 10 min per hour. A cow-bait trap (CBT) was also set-up yielding an additional 5 cow-nights of collection. One cow was isolated from the herd and a 1m-wide mosquito net was fenced around the animal, 30cm above the ground level. One collector was asked to collect mosquitoes resting on the net for 50 min per hour and allowed to rest for 10 min. ",Anopheles dirus,5,,"human-landing catch, cow-bait trap",KNH,Kayin,,,,17° 18 'N,98° 24' E,,,,,dna PCR
10.12688/wellcomeopenres.14761.4,Thailand-Myanmar,2013-2015,"Villages were surveyed monthly from 2013 to 2015 for a total of 21 surveys per village. Entomological surveys consisted of five consecutive nights of collection from 06:00 pm to 06:00 am in five houses per village and on one cow, as described previously. In each village, five traditional houses were randomly selected for mosquito sampling using the human-landing catch (HLC) collection method. In each house, one mosquito collector sat indoors and one mosquito collector sat outdoors, yielding a total of 50 person-nights of collection per survey (25 person-nights indoors and 25 person-nights outdoors). Collectors were asked to collect every mosquito landing on their uncovered legs for 50 min per hour and allowed to rest for 10 min per hour. A cow-bait trap (CBT) was also set-up yielding an additional 5 cow-nights of collection. One cow was isolated from the herd and a 1m-wide mosquito net was fenced around the animal, 30cm above the ground level. One collector was asked to collect mosquitoes resting on the net for 50 min per hour and allowed to rest for 10 min. ",Anopheles baimaii,323,,"human-landing catch, cow-bait trap",TOT,Kayin,,,,17° 14' N,98° 29' E,,,,,dna PCR
10.12688/wellcomeopenres.14761.4,Thailand-Myanmar,2013-2015,"Villages were surveyed monthly from 2013 to 2015 for a total of 21 surveys per village. Entomological surveys consisted of five consecutive nights of collection from 06:00 pm to 06:00 am in five houses per village and on one cow, as described previously. In each village, five traditional houses were randomly selected for mosquito sampling using the human-landing catch (HLC) collection method. In each house, one mosquito collector sat indoors and one mosquito collector sat outdoors, yielding a total of 50 person-nights of collection per survey (25 person-nights indoors and 25 person-nights outdoors). Collectors were asked to collect every mosquito landing on their uncovered legs for 50 min per hour and allowed to rest for 10 min per hour. A cow-bait trap (CBT) was also set-up yielding an additional 5 cow-nights of collection. One cow was isolated from the herd and a 1m-wide mosquito net was fenced around the animal, 30cm above the ground level. One collector was asked to collect mosquitoes resting on the net for 50 min per hour and allowed to rest for 10 min. ",Anopheles balabacensis,2,,"human-landing catch, cow-bait trap",TOT,Kayin,,,,17° 14' N,98° 29' E,,,,,dna PCR
10.12688/wellcomeopenres.14761.4,Thailand-Myanmar,2013-2015,"Villages were surveyed monthly from 2013 to 2015 for a total of 21 surveys per village. Entomological surveys consisted of five consecutive nights of collection from 06:00 pm to 06:00 am in five houses per village and on one cow, as described previously. In each village, five traditional houses were randomly selected for mosquito sampling using the human-landing catch (HLC) collection method. In each house, one mosquito collector sat indoors and one mosquito collector sat outdoors, yielding a total of 50 person-nights of collection per survey (25 person-nights indoors and 25 person-nights outdoors). Collectors were asked to collect every mosquito landing on their uncovered legs for 50 min per hour and allowed to rest for 10 min per hour. A cow-bait trap (CBT) was also set-up yielding an additional 5 cow-nights of collection. One cow was isolated from the herd and a 1m-wide mosquito net was fenced around the animal, 30cm above the ground level. One collector was asked to collect mosquitoes resting on the net for 50 min per hour and allowed to rest for 10 min. ",Anopheles cracens,5,,"human-landing catch, cow-bait trap",TOT,Kayin,,,,17° 14' N,98° 29' E,,,,,dna PCR
10.12688/wellcomeopenres.14761.4,Thailand-Myanmar,2013-2015,"Villages were surveyed monthly from 2013 to 2015 for a total of 21 surveys per village. Entomological surveys consisted of five consecutive nights of collection from 06:00 pm to 06:00 am in five houses per village and on one cow, as described previously. In each village, five traditional houses were randomly selected for mosquito sampling using the human-landing catch (HLC) collection method. In each house, one mosquito collector sat indoors and one mosquito collector sat outdoors, yielding a total of 50 person-nights of collection per survey (25 person-nights indoors and 25 person-nights outdoors). Collectors were asked to collect every mosquito landing on their uncovered legs for 50 min per hour and allowed to rest for 10 min per hour. A cow-bait trap (CBT) was also set-up yielding an additional 5 cow-nights of collection. One cow was isolated from the herd and a 1m-wide mosquito net was fenced around the animal, 30cm above the ground level. One collector was asked to collect mosquitoes resting on the net for 50 min per hour and allowed to rest for 10 min. ",Anopheles dirus,211,,"human-landing catch, cow-bait trap",TOT,Kayin,,,,17° 14' N,98° 29' E,,,,,dna PCR
10.12688/wellcomeopenres.14761.4,Thailand-Myanmar,2013-2015,"Villages were surveyed monthly from 2013 to 2015 for a total of 21 surveys per village. Entomological surveys consisted of five consecutive nights of collection from 06:00 pm to 06:00 am in five houses per village and on one cow, as described previously. In each village, five traditional houses were randomly selected for mosquito sampling using the human-landing catch (HLC) collection method. In each house, one mosquito collector sat indoors and one mosquito collector sat outdoors, yielding a total of 50 person-nights of collection per survey (25 person-nights indoors and 25 person-nights outdoors). Collectors were asked to collect every mosquito landing on their uncovered legs for 50 min per hour and allowed to rest for 10 min per hour. A cow-bait trap (CBT) was also set-up yielding an additional 5 cow-nights of collection. One cow was isolated from the herd and a 1m-wide mosquito net was fenced around the animal, 30cm above the ground level. One collector was asked to collect mosquitoes resting on the net for 50 min per hour and allowed to rest for 10 min. ",Anopheles baimaii,56,,"human-landing catch, cow-bait trap",TPN,Kayin,,,,16° 36' N,98° 57' E,,,,,dna PCR
10.12688/wellcomeopenres.14761.4,Thailand-Myanmar,2013-2015,"Villages were surveyed monthly from 2013 to 2015 for a total of 21 surveys per village. Entomological surveys consisted of five consecutive nights of collection from 06:00 pm to 06:00 am in five houses per village and on one cow, as described previously. In each village, five traditional houses were randomly selected for mosquito sampling using the human-landing catch (HLC) collection method. In each house, one mosquito collector sat indoors and one mosquito collector sat outdoors, yielding a total of 50 person-nights of collection per survey (25 person-nights indoors and 25 person-nights outdoors). Collectors were asked to collect every mosquito landing on their uncovered legs for 50 min per hour and allowed to rest for 10 min per hour. A cow-bait trap (CBT) was also set-up yielding an additional 5 cow-nights of collection. One cow was isolated from the herd and a 1m-wide mosquito net was fenced around the animal, 30cm above the ground level. One collector was asked to collect mosquitoes resting on the net for 50 min per hour and allowed to rest for 10 min. ",Anopheles balabacensis,1,,"human-landing catch, cow-bait trap",TPN,Kayin,,,,16° 36' N,98° 57' E,,,,,dna PCR
10.12688/wellcomeopenres.14761.4,Thailand-Myanmar,2013-2015,"Villages were surveyed monthly from 2013 to 2015 for a total of 21 surveys per village. Entomological surveys consisted of five consecutive nights of collection from 06:00 pm to 06:00 am in five houses per village and on one cow, as described previously. In each village, five traditional houses were randomly selected for mosquito sampling using the human-landing catch (HLC) collection method. In each house, one mosquito collector sat indoors and one mosquito collector sat outdoors, yielding a total of 50 person-nights of collection per survey (25 person-nights indoors and 25 person-nights outdoors). Collectors were asked to collect every mosquito landing on their uncovered legs for 50 min per hour and allowed to rest for 10 min per hour. A cow-bait trap (CBT) was also set-up yielding an additional 5 cow-nights of collection. One cow was isolated from the herd and a 1m-wide mosquito net was fenced around the animal, 30cm above the ground level. One collector was asked to collect mosquitoes resting on the net for 50 min per hour and allowed to rest for 10 min. ",Anopheles cracens,1,,"human-landing catch, cow-bait trap",TPN,Kayin,,,,16° 36' N,98° 57' E,,,,,dna PCR
10.12688/wellcomeopenres.14761.4,Thailand-Myanmar,2013-2015,"Villages were surveyed monthly from 2013 to 2015 for a total of 21 surveys per village. Entomological surveys consisted of five consecutive nights of collection from 06:00 pm to 06:00 am in five houses per village and on one cow, as described previously. In each village, five traditional houses were randomly selected for mosquito sampling using the human-landing catch (HLC) collection method. In each house, one mosquito collector sat indoors and one mosquito collector sat outdoors, yielding a total of 50 person-nights of collection per survey (25 person-nights indoors and 25 person-nights outdoors). Collectors were asked to collect every mosquito landing on their uncovered legs for 50 min per hour and allowed to rest for 10 min per hour. A cow-bait trap (CBT) was also set-up yielding an additional 5 cow-nights of collection. One cow was isolated from the herd and a 1m-wide mosquito net was fenced around the animal, 30cm above the ground level. One collector was asked to collect mosquitoes resting on the net for 50 min per hour and allowed to rest for 10 min. ",Anopheles dirus,3,,"human-landing catch, cow-bait trap",TPN,Kayin,,,,16° 36' N,98° 57' E,,,,,dna PCR
https://doi.org/10.1371/journal.pntd.0011438,Malaysia,2019-2021,"Adult female Anopheles mosquitoes were collected between June 2019 and November 2021 across all the sampling locations using human landing catch (HLC) and Mosquito Magnet as described in previous study [29]. For the longitudinal sampling locations, mosquitoes were collected for two consecutive nights per month from 1900 hours until 2300 hours for four months on a rotational basis between the longitudinal study locations. A total of 8 nights were spent at each longitudinal study location except for Bukit Tinggi, Johor where 10 nights were spent in mosquito collections by a team of two to three trained personnel. The study was conducted in seven different states in Peninsular Malaysia between June 2019 and March 2022 (Fig 1).",Anopheles cracens,0,,"human landing catch, Mosquito Magnet","Gunung Panti, Kota Tinggi",,,,,"1°52'18.4""N","103°52'23.2""E",,,,QGIS software version 3.6.3,dna PCR (but only for hard to morphologically identify species)
https://doi.org/10.1371/journal.pntd.0011438,Malaysia,2019-2021,"Adult female Anopheles mosquitoes were collected between June 2019 and November 2021 across all the sampling locations using human landing catch (HLC) and Mosquito Magnet as described in previous study [29]. For the longitudinal sampling locations, mosquitoes were collected for two consecutive nights per month from 1900 hours until 2300 hours for four months on a rotational basis between the longitudinal study locations. A total of 8 nights were spent at each longitudinal study location except for Bukit Tinggi, Johor where 10 nights were spent in mosquito collections by a team of two to three trained personnel. The study was conducted in seven different states in Peninsular Malaysia between June 2019 and March 2022 (Fig 1).",Anopheles cracens,0,,"human landing catch, Mosquito Magnet",Bukit Tinggi,,,,,"2°17'14.1""N","103°40'27.8""E",,,,QGIS software version 3.6.3,dna PCR (but only for hard to morphologically identify species)
https://doi.org/10.1371/journal.pntd.0011438,Malaysia,2019-2021,"Adult female Anopheles mosquitoes were collected between June 2019 and November 2021 across all the sampling locations using human landing catch (HLC) and Mosquito Magnet as described in previous study [29]. For the longitudinal sampling locations, mosquitoes were collected for two consecutive nights per month from 1900 hours until 2300 hours for four months on a rotational basis between the longitudinal study locations. A total of 8 nights were spent at each longitudinal study location except for Bukit Tinggi, Johor where 10 nights were spent in mosquito collections by a team of two to three trained personnel. The study was conducted in seven different states in Peninsular Malaysia between June 2019 and March 2022 (Fig 1).",Anopheles cracens,0,,"human landing catch, Mosquito Magnet",Kg. Lalang,,,,,"4°54'32.6""N","101°48'58.6""E",,,,QGIS software version 3.6.3,dna PCR (but only for hard to morphologically identify species)
https://doi.org/10.1371/journal.pntd.0011438,Malaysia,2019-2021,"Adult female Anopheles mosquitoes were collected between June 2019 and November 2021 across all the sampling locations using human landing catch (HLC) and Mosquito Magnet as described in previous study [29]. For the longitudinal sampling locations, mosquitoes were collected for two consecutive nights per month from 1900 hours until 2300 hours for four months on a rotational basis between the longitudinal study locations. A total of 8 nights were spent at each longitudinal study location except for Bukit Tinggi, Johor where 10 nights were spent in mosquito collections by a team of two to three trained personnel. The study was conducted in seven different states in Peninsular Malaysia between June 2019 and March 2022 (Fig 1).",Anopheles cracens,37,,"human landing catch, Mosquito Magnet",Kem. Sri Gading,,,,,"3°45'37.9""N","102°34'20.2""E",,,,QGIS software version 3.6.3,dna PCR (but only for hard to morphologically identify species)
https://doi.org/10.1371/journal.pntd.0011438,Malaysia,2019-2021,"Adult female Anopheles mosquitoes were collected between June 2019 and November 2021 across all the sampling locations using human landing catch (HLC) and Mosquito Magnet as described in previous study [29]. For the longitudinal sampling locations, mosquitoes were collected for two consecutive nights per month from 1900 hours until 2300 hours for four months on a rotational basis between the longitudinal study locations. A total of 8 nights were spent at each longitudinal study location except for Bukit Tinggi, Johor where 10 nights were spent in mosquito collections by a team of two to three trained personnel. The study was conducted in seven different states in Peninsular Malaysia between June 2019 and March 2022 (Fig 1).",Anopheles cracens,0,,"human landing catch, Mosquito Magnet",Sg. Dara,,,,,"3°47'46.6""N","101°31'15.2""E",,,,QGIS software version 3.6.3,dna PCR (but only for hard to morphologically identify species)
https://doi.org/10.1371/journal.pntd.0011438,Malaysia,2019-2021,"Adult female Anopheles mosquitoes were collected between June 2019 and November 2021 across all the sampling locations using human landing catch (HLC) and Mosquito Magnet as described in previous study [29]. For the longitudinal sampling locations, mosquitoes were collected for two consecutive nights per month from 1900 hours until 2300 hours for four months on a rotational basis between the longitudinal study locations. A total of 8 nights were spent at each longitudinal study location except for Bukit Tinggi, Johor where 10 nights were spent in mosquito collections by a team of two to three trained personnel. The study was conducted in seven different states in Peninsular Malaysia between June 2019 and March 2022 (Fig 1).",Anopheles introlatus,8,,"human landing catch, Mosquito Magnet","Gunung Panti, Kota Tinggi",,,,,"1°52'18.4""N","103°52'23.2""E",,,,QGIS software version 3.6.3,dna PCR (but only for hard to morphologically identify species)
https://doi.org/10.1371/journal.pntd.0011438,Malaysia,2019-2021,"Adult female Anopheles mosquitoes were collected between June 2019 and November 2021 across all the sampling locations using human landing catch (HLC) and Mosquito Magnet as described in previous study [29]. For the longitudinal sampling locations, mosquitoes were collected for two consecutive nights per month from 1900 hours until 2300 hours for four months on a rotational basis between the longitudinal study locations. A total of 8 nights were spent at each longitudinal study location except for Bukit Tinggi, Johor where 10 nights were spent in mosquito collections by a team of two to three trained personnel. The study was conducted in seven different states in Peninsular Malaysia between June 2019 and March 2022 (Fig 1).",Anopheles introlatus,189,,"human landing catch, Mosquito Magnet",Bukit Tinggi,,,,,"2°17'14.1""N","103°40'27.8""E",,,,QGIS software version 3.6.3,dna PCR (but only for hard to morphologically identify species)
https://doi.org/10.1371/journal.pntd.0011438,Malaysia,2019-2021,"Adult female Anopheles mosquitoes were collected between June 2019 and November 2021 across all the sampling locations using human landing catch (HLC) and Mosquito Magnet as described in previous study [29]. For the longitudinal sampling locations, mosquitoes were collected for two consecutive nights per month from 1900 hours until 2300 hours for four months on a rotational basis between the longitudinal study locations. A total of 8 nights were spent at each longitudinal study location except for Bukit Tinggi, Johor where 10 nights were spent in mosquito collections by a team of two to three trained personnel. The study was conducted in seven different states in Peninsular Malaysia between June 2019 and March 2022 (Fig 1).",Anopheles introlatus,7,,"human landing catch, Mosquito Magnet",Kg. Lalang,,,,,"4°54'32.6""N","101°48'58.6""E",,,,QGIS software version 3.6.3,dna PCR (but only for hard to morphologically identify species)
https://doi.org/10.1371/journal.pntd.0011438,Malaysia,2019-2021,"Adult female Anopheles mosquitoes were collected between June 2019 and November 2021 across all the sampling locations using human landing catch (HLC) and Mosquito Magnet as described in previous study [29]. For the longitudinal sampling locations, mosquitoes were collected for two consecutive nights per month from 1900 hours until 2300 hours for four months on a rotational basis between the longitudinal study locations. A total of 8 nights were spent at each longitudinal study location except for Bukit Tinggi, Johor where 10 nights were spent in mosquito collections by a team of two to three trained personnel. The study was conducted in seven different states in Peninsular Malaysia between June 2019 and March 2022 (Fig 1).",Anopheles introlatus,10,,"human landing catch, Mosquito Magnet",Kem. Sri Gading,,,,,"3°45'37.9""N","102°34'20.2""E",,,,QGIS software version 3.6.3,dna PCR (but only for hard to morphologically identify species)
https://doi.org/10.1371/journal.pntd.0011438,Malaysia,2019-2021,"Adult female Anopheles mosquitoes were collected between June 2019 and November 2021 across all the sampling locations using human landing catch (HLC) and Mosquito Magnet as described in previous study [29]. For the longitudinal sampling locations, mosquitoes were collected for two consecutive nights per month from 1900 hours until 2300 hours for four months on a rotational basis between the longitudinal study locations. A total of 8 nights were spent at each longitudinal study location except for Bukit Tinggi, Johor where 10 nights were spent in mosquito collections by a team of two to three trained personnel. The study was conducted in seven different states in Peninsular Malaysia between June 2019 and March 2022 (Fig 1).",Anopheles introlatus,7,,"human landing catch, Mosquito Magnet",Sg. Dara,,,,,"3°47'46.6""N","101°31'15.2""E",,,,QGIS software version 3.6.3,dna PCR (but only for hard to morphologically identify species)
https://doi.org/10.1371/journal.pntd.0011438,Malaysia,2019-2021,"Adult female Anopheles mosquitoes were collected between June 2019 and November 2021 across all the sampling locations using human landing catch (HLC) and Mosquito Magnet as described in previous study [29]. For the longitudinal sampling locations, mosquitoes were collected for two consecutive nights per month from 1900 hours until 2300 hours for four months on a rotational basis between the longitudinal study locations. A total of 8 nights were spent at each longitudinal study location except for Bukit Tinggi, Johor where 10 nights were spent in mosquito collections by a team of two to three trained personnel. The study was conducted in seven different states in Peninsular Malaysia between June 2019 and March 2022 (Fig 1).",Anopheles latens,13,,"human landing catch, Mosquito Magnet","Gunung Panti, Kota Tinggi",,,,,"1°52'18.4""N","103°52'23.2""E",,,,QGIS software version 3.6.3,dna PCR (but only for hard to morphologically identify species)
https://doi.org/10.1371/journal.pntd.0011438,Malaysia,2019-2021,"Adult female Anopheles mosquitoes were collected between June 2019 and November 2021 across all the sampling locations using human landing catch (HLC) and Mosquito Magnet as described in previous study [29]. For the longitudinal sampling locations, mosquitoes were collected for two consecutive nights per month from 1900 hours until 2300 hours for four months on a rotational basis between the longitudinal study locations. A total of 8 nights were spent at each longitudinal study location except for Bukit Tinggi, Johor where 10 nights were spent in mosquito collections by a team of two to three trained personnel. The study was conducted in seven different states in Peninsular Malaysia between June 2019 and March 2022 (Fig 1).",Anopheles latens,0,,"human landing catch, Mosquito Magnet",Bukit Tinggi,,,,,"2°17'14.1""N","103°40'27.8""E",,,,QGIS software version 3.6.3,dna PCR (but only for hard to morphologically identify species)
https://doi.org/10.1371/journal.pntd.0011438,Malaysia,2019-2021,"Adult female Anopheles mosquitoes were collected between June 2019 and November 2021 across all the sampling locations using human landing catch (HLC) and Mosquito Magnet as described in previous study [29]. For the longitudinal sampling locations, mosquitoes were collected for two consecutive nights per month from 1900 hours until 2300 hours for four months on a rotational basis between the longitudinal study locations. A total of 8 nights were spent at each longitudinal study location except for Bukit Tinggi, Johor where 10 nights were spent in mosquito collections by a team of two to three trained personnel. The study was conducted in seven different states in Peninsular Malaysia between June 2019 and March 2022 (Fig 1).",Anopheles latens,10,,"human landing catch, Mosquito Magnet",Kg. Lalang,,,,,"4°54'32.6""N","101°48'58.6""E",,,,QGIS software version 3.6.3,dna PCR (but only for hard to morphologically identify species)
https://doi.org/10.1371/journal.pntd.0011438,Malaysia,2019-2021,"Adult female Anopheles mosquitoes were collected between June 2019 and November 2021 across all the sampling locations using human landing catch (HLC) and Mosquito Magnet as described in previous study [29]. For the longitudinal sampling locations, mosquitoes were collected for two consecutive nights per month from 1900 hours until 2300 hours for four months on a rotational basis between the longitudinal study locations. A total of 8 nights were spent at each longitudinal study location except for Bukit Tinggi, Johor where 10 nights were spent in mosquito collections by a team of two to three trained personnel. The study was conducted in seven different states in Peninsular Malaysia between June 2019 and March 2022 (Fig 1).",Anopheles latens,0,,"human landing catch, Mosquito Magnet",Kem. Sri Gading,,,,,"3°45'37.9""N","102°34'20.2""E",,,,QGIS software version 3.6.3,dna PCR (but only for hard to morphologically identify species)
https://doi.org/10.1371/journal.pntd.0011438,Malaysia,2019-2021,"Adult female Anopheles mosquitoes were collected between June 2019 and November 2021 across all the sampling locations using human landing catch (HLC) and Mosquito Magnet as described in previous study [29]. For the longitudinal sampling locations, mosquitoes were collected for two consecutive nights per month from 1900 hours until 2300 hours for four months on a rotational basis between the longitudinal study locations. A total of 8 nights were spent at each longitudinal study location except for Bukit Tinggi, Johor where 10 nights were spent in mosquito collections by a team of two to three trained personnel. The study was conducted in seven different states in Peninsular Malaysia between June 2019 and March 2022 (Fig 1).",Anopheles latens,0,,"human landing catch, Mosquito Magnet",Sg. Dara,,,,,"3°47'46.6""N","101°31'15.2""E",,,,QGIS software version 3.6.3,dna PCR (but only for hard to morphologically identify species)
"https://doi.org/10.1186/s12936-022-04418-w
",Cambodia-Laos,2018-2019,"Mosquitoes were collected by overnight trapping with battery-operated CDC light traps (Model 1012; John W. Hock Inc. USA). One light trap was installed each night at each monitoring site. The traps were set 1.5 m above the ground outdoor near cattle or pig sheds (C/PS), as well as indoor in human residences (rooms) (HR) with the house-owner's permission, from 20:00 to 08:00 each day.  Out of the 70 light traps, 16 (4 nights for HR and C/PS), 36 (9 nights for HR and C/PS) and 18 (4 nights for HR and 5 nights for C/PS) were installed in Pangkhom, Loum and Siem Pang villages, respectively.",Anopheles dirus,6,,CDC Miniature Light Trap human residences,Siem pang,Stung Treng,,,,14°20'N,106°38'E,,,,,no dna
